trajectory_id,instance_id,repo,total_tokens,assistant_turns,total_tool_calls,exit_status,ends_with_submit,is_error_or_timeout,resolved,has_patch,patch_length,avg_observation_length,num_observations,unique_action_ratio,test_alignment_score,redundant_cmds_ratio,error_retry_count,total_action_pairs,obs_noise_char_ratio,obs_utilization_ratio,truncation_ratio,outcome_success,step_efficiency,observation_noise,action_diversity,composite_Q,passes_gate,b1_redundant_commands,b2_error_retry,b3_step_count_ratio,c1_observation_cleanliness,c2_action_diversity,c3_observation_utilization,efficiency_score,style_score,composite_score
chatcmpl-396d3671f4e22527b1723695673ffe8e,darosior__python-bip32-10,darosior/python-bip32,26937,28,28,submit,True,False,1,True,8564,2459.6428571428573,28,0.8928571428571429,1.0,0.0357142857142857,0,27,0.0,0.696969696969697,1.0,1.0,1.0,0.7540357142857143,0.7407262763058008,0.9371779847734372,True,0.9642857142857144,1.0,0.85,1.0,0.7407262763058008,0.696969696969697,0.925,0.7188479866377488,0.8219239933188744
chatcmpl-90b0a628d0c5409fc0f1c7982982523f,nficano__humps-194,nficano/humps,30462,42,42,submit,True,False,1,True,1670,3216.2619047619046,42,0.9047619047619048,1.0,0.0,0,41,0.005492919168215,0.2962962962962963,1.0,1.0,1.0,0.6783738095238095,0.672391640394415,0.918995235468013,True,1.0,1.0,0.8830188679245283,0.9945070808317849,0.672391640394415,0.2962962962962963,0.9415094339622642,0.4843439683453556,0.7129267011538098
chatcmpl-60241c20cdb41b1fd277fdd4a44e78f4,Alexei-Kornienko__schematics_to_swagger-7,Alexei-Kornienko/schematics_to_swagger,27633,42,42,submit,True,False,1,True,540,1871.952380952381,42,0.7619047619047619,1.0,0.119047619047619,0,41,0.0214062221769988,0.4383561643835616,1.0,1.0,0.9523809523809524,0.8128047619047619,0.6807144744332423,0.930468352205229,True,0.8809523809523809,1.0,0.7333333333333333,0.9785937778230012,0.6807144744332423,0.4383561643835616,0.8666666666666667,0.559535319408402,0.7131009930375343
chatcmpl-ad4f1de5a29968b88e60da31c63c9cda,Infinidat__munch-93,Infinidat/munch,45396,54,54,submit,True,False,1,True,19380,3245.351851851852,54,0.7777777777777778,1.0,0.0925925925925925,0,53,0.0340258717596106,0.3658536585365853,1.0,1.0,0.7407407407407407,0.6754648148148148,0.7062450643369732,0.8700923768040677,True,0.9074074074074074,1.0,0.7805825242718447,0.9659741282403894,0.7062450643369732,0.3658536585365853,0.8902912621359224,0.5360493614367793,0.7131703117863508
chatcmpl-8f5466f8d467923c11f28e2a0051b31c,Alexei-Kornienko__schematics_to_swagger-7,Alexei-Kornienko/schematics_to_swagger,25907,38,38,submit,True,False,1,True,1002,2196.5,38,0.868421052631579,1.0,0.0263157894736842,0,37,0.01685696143386,0.4324324324324324,1.0,1.0,1.0,0.78035,0.644508994909329,0.9315033994909327,True,0.9736842105263158,1.0,0.7777777777777778,0.98314303856614,0.644508994909329,0.4324324324324324,0.8888888888888888,0.5384707136708807,0.7136798012798848
chatcmpl-12affd7124786a990df921221c3c1c0e,Toblerity__rtree-141,Toblerity/rtree,21439,38,38,submit,True,False,1,True,11924,2105.5789473684213,38,0.9473684210526316,1.0,0.0263157894736842,0,37,0.0077738339249112,0.3066666666666666,1.0,1.0,1.0,0.7894421052631578,0.6935608257293174,0.9377723983624052,True,0.9736842105263158,1.0,0.8545454545454545,0.9922261660750888,0.6935608257293174,0.3066666666666666,0.9272727272727272,0.5001137461979921,0.7136932367353597
chatcmpl-21ea503a4a8759dbf31fab27bd446edf,Alexei-Kornienko__schematics_to_swagger-7,Alexei-Kornienko/schematics_to_swagger,18922,34,34,submit,True,False,1,True,474,1549.8235294117646,34,0.9117647058823528,1.0,0.0294117647058823,0,33,0.0186169203324856,0.3720930232558139,1.0,1.0,1.0,0.8450176470588235,0.661378479448699,0.9428904950036934,True,0.9705882352941176,1.0,0.8222222222222222,0.9813830796675144,0.661378479448699,0.3720930232558139,0.9111111111111112,0.5167357513522565,0.7139234312316838
chatcmpl-fd382e06ba7201753fddd8d7a55cbfac,neogeny__TatSu-276,neogeny/TatSu,17703,35,35,submit,True,False,1,True,375,2020.8285714285716,35,0.9428571428571428,1.0,0.0285714285714285,0,34,0.0036477258267471,0.328125,1.0,1.0,1.0,0.7979171428571429,0.6866684812381815,0.9383544195523896,True,0.9714285714285714,1.0,0.841025641025641,0.9963522741732528,0.6866684812381815,0.328125,0.9205128205128206,0.5073967406190907,0.7139547805659556
chatcmpl-42abdf69d31cfba2c3b32da22287b893,peterbe__hashin-125,peterbe/hashin,70279,74,74,submit,True,False,1,True,1848,3154.9324324324325,74,0.7297297297297297,1.0,0.1081081081081081,0,73,0.0325701925342128,0.4426229508196721,1.0,1.0,0.6756756756756757,0.6845067567567568,0.612082697727099,0.8490194184213585,True,0.8918918918918919,1.0,0.8026845637583893,0.9674298074657872,0.612082697727099,0.4426229508196721,0.9013422818791946,0.5273528242733856,0.7143475530762902
chatcmpl-6a82fd3df6f5ddf7f42578337f53710b,PennyLaneAI__pennylane-3024,PennyLaneAI/pennylane,77576,64,64,submit,True,False,1,True,3177,3591.859375,64,0.71875,1.0,0.171875,0,63,0.0275927770696757,0.2417582417582417,1.0,1.0,0.625,0.6408140625000001,0.6791395207275027,0.8390360614477503,True,0.828125,1.0,0.7214953271028037,0.9724072229303242,0.6791395207275027,0.2417582417582417,0.8607476635514019,0.4604488812428722,0.6605982723971371
chatcmpl-66663c1e65c6540d4ccaf0382c033c28,nltk__nltk-2713,nltk/nltk,17480,39,39,submit,True,False,1,True,456,990.9230769230768,39,0.9487179487179488,1.0,0.0256410256410256,0,38,0.0596180717279925,0.3050847457627119,1.0,1.0,1.0,0.9009076923076924,0.722229207712682,0.957359074617422,True,0.9743589743589745,1.0,0.8329411764705883,0.9403819282720074,0.722229207712682,0.3050847457627119,0.916470588235294,0.513656976737697,0.7150637824864956
chatcmpl-eb3c4143687ea113e47c04d3bb4d4a1e,jaraco__zipp-8,jaraco/zipp,22817,44,44,submit,True,False,1,True,1840,1622.9772727272727,44,0.9318181818181818,1.0,0.0227272727272727,0,43,0.0125050762487571,0.4736842105263157,1.0,1.0,1.0,0.8377022727272727,0.5884469522631927,0.9345000361354102,True,0.9772727272727272,1.0,0.8,0.9874949237512428,0.5884469522631927,0.4736842105263157,0.9,0.5310655813947542,0.7155327906973772
chatcmpl-b66d68dfeba0fe0d758c5087880f4986,titipata__pubmed_parser-89,titipata/pubmed_parser,37403,39,39,submit,True,False,1,True,1904,3206.102564102564,39,0.8205128205128205,1.0,0.0512820512820512,0,38,0.0289192085605975,0.2708333333333333,1.0,1.0,1.0,0.6793897435897436,0.8249638686375922,0.9344048484022208,True,0.9487179487179488,1.0,0.7666666666666667,0.9710807914394024,0.8249638686375922,0.2708333333333333,0.8833333333333333,0.5478986009854627,0.715615967159398
chatcmpl-baad85241a545a9d9fb13ba53491fcad,linkml__linkml-runtime-183,linkml/linkml-runtime,53307,61,61,submit,True,False,1,True,3444,2760.147540983606,61,0.8360655737704918,1.0,0.0655737704918032,0,60,0.0096395417208631,0.2547770700636942,1.0,1.0,0.6557377049180328,0.7239852459016394,0.6246569426963192,0.8522110221384844,True,0.9344262295081968,1.0,0.7719298245614035,0.9903604582791368,0.6246569426963192,0.2547770700636942,0.8859649122807017,0.4397170063800067,0.6628409593303543
chatcmpl-eb01d36b0f2f6943c9029406216de318,macbre__sql-metadata-76,macbre/sql-metadata,25511,38,38,submit,True,False,1,True,514,3404.1315789473683,38,0.8947368421052632,1.0,0.0263157894736842,0,37,4.6383264918017576e-05,0.375,1.0,1.0,1.0,0.6595868421052632,0.6826264568907345,0.917200672004863,True,0.9736842105263158,1.0,0.8102564102564103,0.999953616735082,0.6826264568907345,0.375,0.9051282051282052,0.5288132284453673,0.7169707167867863
chatcmpl-13b8d1b531d6aa65074961cc8d735cd6,pvlib__pvanalytics-97,pvlib/pvanalytics,34568,34,34,submit,True,False,1,True,1598,4275.588235294118,34,0.9411764705882352,1.0,0.0294117647058823,0,33,0.1188484556648551,0.1605839416058394,1.0,1.0,1.0,0.5724411764705881,0.6500162499190268,0.9008678014624908,True,0.9705882352941176,1.0,0.8324324324324324,0.8811515443351448,0.6500162499190268,0.1605839416058394,0.9162162162162162,0.4053000957624331,0.6607581559893246
chatcmpl-911950828ffec15257e1daefb7ba0431,macbre__sql-metadata-76,macbre/sql-metadata,33058,49,49,submit,True,False,1,True,852,2896.0408163265306,49,0.8979591836734694,1.0,0.0204081632653061,0,48,0.0,0.4821428571428571,1.0,1.0,0.8163265306122448,0.710395918367347,0.6921523287486364,0.8890399267524147,True,0.979591836734694,1.0,0.6974358974358974,1.0,0.6921523287486364,0.4821428571428571,0.8487179487179487,0.5871475929457468,0.7179327708318477
